STNAME,year_start,year_end,variable,control,population,query,wt_var,url
ALASKA,2008,2009,ABODANL,ABODHER,"2,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DALASKA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ARIZONA,2008,2009,ABODANL,ABODHER,"69,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DARIZONA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ARKANSAS,2008,2009,ABODANL,ABODHER,"17,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DARKANSAS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
CALIFORNIA,2008,2009,ABODANL,ABODHER,"145,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DCALIFORNIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
COLORADO,2008,2009,ABODANL,ABODHER,"12,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DCOLORADO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
CONNECTICUT,2008,2009,ABODANL,ABODHER,"24,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DCONNECTICUT&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
DELAWARE,2008,2009,ABODANL,ABODHER,"4,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DDELAWARE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
DISTRICT OFCOLUMBIA,2008,2009,ABODANL,ABODHER,"1,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DDISTRICT+OF+COLUMBIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
FLORIDA,2008,2009,ABODANL,ABODHER,"109,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DFLORIDA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
GEORGIA,2008,2009,ABODANL,ABODHER,"28,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DGEORGIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
HAWAII,2008,2009,ABODANL,ABODHER,"8,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DHAWAII&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
IDAHO,2008,2009,ABODANL,ABODHER,"16,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DIDAHO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ILLINOIS,2008,2009,ABODANL,ABODHER,"53,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DILLINOIS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
INDIANA,2008,2009,ABODANL,ABODHER,"73,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DINDIANA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
IOWA,2008,2009,ABODANL,ABODHER,"4,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DIOWA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
KANSAS,2008,2009,ABODANL,ABODHER,"14,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DKANSAS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
KENTUCKY,2008,2009,ABODANL,ABODHER,"63,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DKENTUCKY&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
LOUISIANA,2008,2009,ABODANL,ABODHER,"23,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DLOUISIANA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MAINE,2008,2009,ABODANL,ABODHER,"8,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DMAINE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MARYLAND,2008,2009,ABODANL,ABODHER,"27,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DMARYLAND&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MASSACHUSETTS,2008,2009,ABODANL,ABODHER,"43,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DMASSACHUSETTS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MICHIGAN,2008,2009,ABODANL,ABODHER,"73,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DMICHIGAN&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MINNESOTA,2008,2009,ABODANL,ABODHER,"13,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DMINNESOTA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MISSISSIPPI,2008,2009,ABODANL,ABODHER,"18,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DMISSISSIPPI&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MISSOURI,2008,2009,ABODANL,ABODHER,"15,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DMISSOURI&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MONTANA,2008,2009,ABODANL,ABODHER,"5,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DMONTANA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEBRASKA,2008,2009,ABODANL,ABODHER,"10,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DNEBRASKA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEVADA,2008,2009,ABODANL,ABODHER,"24,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DNEVADA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW HAMPSHIRE,2008,2009,ABODANL,ABODHER,"14,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DNEW+HAMPSHIRE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW JERSEY,2008,2009,ABODANL,ABODHER,"34,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DNEW+JERSEY&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW MEXICO,2008,2009,ABODANL,ABODHER,"17,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DNEW+MEXICO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW YORK,2008,2009,ABODANL,ABODHER,"66,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DNEW+YORK&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NORTH CAROLINA,2008,2009,ABODANL,ABODHER,"33,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DNORTH+CAROLINA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NORTH DAKOTA,2008,2009,ABODANL,ABODHER,"2,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DNORTH+DAKOTA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OHIO,2008,2009,ABODANL,ABODHER,"77,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DOHIO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OKLAHOMA,2008,2009,ABODANL,ABODHER,"32,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DOKLAHOMA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OREGON,2008,2009,ABODANL,ABODHER,"43,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DOREGON&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
PENNSYLVANIA,2008,2009,ABODANL,ABODHER,"87,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DPENNSYLVANIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
RHODE ISLAND,2008,2009,ABODANL,ABODHER,"9,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DRHODE+ISLAND&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
SOUTH CAROLINA,2008,2009,ABODANL,ABODHER,"21,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DSOUTH+CAROLINA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
SOUTH DAKOTA,2008,2009,ABODANL,ABODHER,"5,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DSOUTH+DAKOTA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
TENNESSEE,2008,2009,ABODANL,ABODHER,"29,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DTENNESSEE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
TEXAS,2008,2009,ABODANL,ABODHER,"147,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DTEXAS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
UTAH,2008,2009,ABODANL,ABODHER,"12,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DUTAH&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
VERMONT,2008,2009,ABODANL,ABODHER,"2,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DVERMONT&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
VIRGINIA,2008,2009,ABODANL,ABODHER,"29,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DVIRGINIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WASHINGTON,2008,2009,ABODANL,ABODHER,"27,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DWASHINGTON&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WEST VIRGINIA,2008,2009,ABODANL,ABODHER,"21,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DWEST+VIRGINIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WISCONSIN,2008,2009,ABODANL,ABODHER,"30,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DWISCONSIN&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WYOMING,2008,2009,ABODANL,ABODHER,"3,000",11,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DWYOMING&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ALABAMA,2008,2009,ABODHER,NONE,Suppressed,12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DALABAMA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ALASKA,2008,2009,ABODHER,NONE,"1,000",12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DALASKA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ARIZONA,2008,2009,ABODHER,NONE,Suppressed,12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DARIZONA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ARKANSAS,2008,2009,ABODHER,NONE,Suppressed,12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DARKANSAS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
CALIFORNIA,2008,2009,ABODHER,NONE,"20,000",12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DCALIFORNIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
COLORADO,2008,2009,ABODHER,NONE,Suppressed,12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DCOLORADO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
CONNECTICUT,2008,2009,ABODHER,NONE,"3,000",12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DCONNECTICUT&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
DELAWARE,2008,2009,ABODHER,NONE,Suppressed,12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DDELAWARE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
DISTRICT OFCOLUMBIA,2008,2009,ABODHER,NONE,"7,000",12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DDISTRICT+OF+COLUMBIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
FLORIDA,2008,2009,ABODHER,NONE,"22,000",12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DFLORIDA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
GEORGIA,2008,2009,ABODHER,NONE,Suppressed,12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DGEORGIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
HAWAII,2008,2009,ABODHER,NONE,Suppressed,12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DHAWAII&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
IDAHO,2008,2009,ABODHER,NONE,Suppressed,12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DIDAHO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ILLINOIS,2008,2009,ABODHER,NONE,"26,000",12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DILLINOIS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
INDIANA,2008,2009,ABODHER,NONE,Suppressed,12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DINDIANA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
IOWA,2008,2009,ABODHER,NONE,Suppressed,12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DIOWA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
KANSAS,2008,2009,ABODHER,NONE,Suppressed,12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DKANSAS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
KENTUCKY,2008,2009,ABODHER,NONE,Suppressed,12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DKENTUCKY&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
LOUISIANA,2008,2009,ABODHER,NONE,Suppressed,12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DLOUISIANA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MAINE,2008,2009,ABODHER,NONE,"2,000",12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMAINE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MARYLAND,2008,2009,ABODHER,NONE,"19,000",12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMARYLAND&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MASSACHUSETTS,2008,2009,ABODHER,NONE,"41,000",12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMASSACHUSETTS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MICHIGAN,2008,2009,ABODHER,NONE,"14,000",12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMICHIGAN&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MINNESOTA,2008,2009,ABODHER,NONE,Suppressed,12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMINNESOTA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MISSISSIPPI,2008,2009,ABODHER,NONE,Suppressed,12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMISSISSIPPI&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MISSOURI,2008,2009,ABODHER,NONE,"7,000",12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMISSOURI&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MONTANA,2008,2009,ABODHER,NONE,Suppressed,12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMONTANA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEBRASKA,2008,2009,ABODHER,NONE,Suppressed,12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEBRASKA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEVADA,2008,2009,ABODHER,NONE,Suppressed,12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEVADA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW HAMPSHIRE,2008,2009,ABODHER,NONE,"5,000",12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEW+HAMPSHIRE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW JERSEY,2008,2009,ABODHER,NONE,"19,000",12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEW+JERSEY&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW MEXICO,2008,2009,ABODHER,NONE,"3,000",12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEW+MEXICO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW YORK,2008,2009,ABODHER,NONE,"15,000",12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEW+YORK&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NORTH CAROLINA,2008,2009,ABODHER,NONE,Suppressed,12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNORTH+CAROLINA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NORTH DAKOTA,2008,2009,ABODHER,NONE,Suppressed,12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNORTH+DAKOTA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OHIO,2008,2009,ABODHER,NONE,"9,000",12,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2008-2009-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DOHIO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
